"id","Year","Age","trackid","start_time","DeploymentID","sex","tripduration.days","maxdistance.km","totalpathdistance.km","total_landings_hmm","propRest_hmm","propSearch_hmm","propTravel_hmm","propARSvsTravel_hmm","logmaxdistance.km","logtotalpathdistance.km","southLat","northLat","latRange","SAMIndex","IODIndex","SOIIndex","boldness","attempted_breeding","breeding_success","prevyear"
"waal_4619",2014,NA,139,2014-03-24 10:25:00,"BS0957_2014","Female",1.90625,126.2504836,617.3546859,3,0.262295082,0.573770492,0.163934426,0.777777778,4.83826789864318,6.42544371433078,-46.45407,-45.42535,1.02872,1.34,-0.051,-1.5,0.838336343,NA,NA,NA
"waal_4619",2014,NA,136,2014-03-03 15:18:00,"BS0957_2014","Female",5.072916667,312.2990304,789.7252536,18,0.652263374,0.25308642,0.094650206,0.727810651,5.7439611595772,6.67168510471833,-46.3592,-44.52604,1.83316,1.34,-0.051,-1.5,0.838336343,NA,NA,NA
"waal_4619",2014,NA,137,2014-03-14 17:13:00,"BS0957_2014","Female",4.5,773.7472277,2763.385537,8,0.17016317,0.368298368,0.461538462,0.443820225,6.65124524105216,7.92421185083888,-47.10838,-42.45326,4.65512,1.34,-0.051,-1.5,0.838336343,NA,NA,NA
"waal_4619",2014,NA,138,2014-03-21 16:23:00,"BS0957_2014","Female",0.635416667,59.60921869,234.0405274,1,0.166666667,0.733333333,0.1,0.88,4.08781023811692,5.45549429437844,-46.41747,-46.1428,0.27467,1.34,-0.051,-1.5,0.838336343,NA,NA,NA
"waal_0020",2011,28,16,2011-02-11 12:25:00,"BS10328_2011","Female",10.59375,666.9520941,2319.310674,34,0.538385827,0.335629921,0.125984252,0.727078891,6.5027182203977,7.74902529723463,-47.15605,-44.08108,3.07497,0.87,0.322,4.5,1.393113678,1,1,"failedrep"
"waal_0128",2018,33,409,2018-02-05 08:59:00,"BS10810_2018","Female",12.92708333,1657.992165,7414.212083,29,0.290322581,0.318548387,0.391129032,0.448863636,7.4133626101111,8.91115398904743,-57.3623,-43.90093,13.46137,1.02,0.295,-0.8,0.212841295,1,1,"no attempt"
"waal_0128",2018,33,410,2018-02-28 15:14:00,"BS10810_2018","Female",9.489583333,1558.839062,5261.988177,18,0.29010989,0.294505495,0.415384615,0.414860681,7.35169663217034,8.5682642147334,-46.97911,-38.02285,8.95626,1.02,0.295,-0.8,0.212841295,1,1,"no attempt"
"waal_0139",2013,28,568,2013-03-19 07:42:00,"BS10860_2013_b","Female",2.03125,120.5735961,989.0802161,2,0.108247423,0.726804124,0.164948454,0.815028902,4.79226032251176,6.89677543662482,-46.63103596,-45.50334511,1.12769085,2.31,0.183,2.5,-1.377874855,1,1,"failedrep"
"waal_0139",2013,28,570,2013-03-31 05:02:00,"BS10860_2013_b","Female",1.958333333,146.966675,646.591544,4,0.401069519,0.518716578,0.080213904,0.866071429,4.99020586039798,6.47171478756895,-47.01869549,-46.15254451,0.86615098,2.31,0.183,2.5,-1.377874855,1,1,"failedrep"
"waal_0139",2013,28,569,2013-03-24 07:14:00,"BS10860_2013_b","Female",1.947916667,79.85892622,654.2827314,3,0.102150538,0.784946237,0.112903226,0.874251497,4.38026165576456,6.48353956904689,-46.93585438,-45.84926684,1.08658754,2.31,0.183,2.5,-1.377874855,1,1,"failedrep"
"waal_0204",2013,27,59,2013-03-03 09:08:00,"BS11218_2013","Female",5.083333333,957.8000901,2931.848552,13,0.316221766,0.260780287,0.422997947,0.381381381,6.86463908197825,7.9833884081936,-46.36817,-37.73888,8.62929,2.31,0.183,2.5,0.214210354,1,1,"no attempt"
"waal_0217",2013,27,545,2013-02-23 13:58:00,"BS11260_2013","Female",8.583333333,1132.193519,5701.867198,19,0.138349515,0.438106796,0.423543689,0.508450704,7.03191219733251,8.64854897877698,-46.35937,-38.54515,7.81422,2.84,0.269,-0.4,1.016826666,1,1,"failedrep"
"waal_0335",2013,25,565,2013-03-22 12:48:00,"BS11817_2013","Female",3.572916667,1193.5513,3858.314247,2,0.014619883,0.210526316,0.774853801,0.213649852,7.08468842767878,8.25798564349223,-46.35762,-35.94733,10.41029,2.31,0.183,2.5,0.027839984,1,1,"no attempt"
"waal_0335",2013,25,564,2013-03-09 04:51:00,"BS11817_2013","Female",10.4375,1368.424136,6955.190145,15,0.245508982,0.245508982,0.508982036,0.325396825,7.22141509106541,8.84724344330806,-47.95763,-37.33804,10.61959,2.31,0.183,2.5,0.027839984,1,1,"no attempt"
"waal_0335",2016,28,288,2016-01-17 18:56:00,"BS11817_2016","Female",10.59375,1235.202232,5950.530616,23,0.311023622,0.273622047,0.415354331,0.397142857,7.1189899862637,8.69123567372311,-48.11516,-36.45823,11.65693,3.13,0.331,-3.6,0.027839984,1,1,"failedrep"
"waal_0335",2018,30,393,2018-01-25 10:22:00,"BS11817_2018","Female",19.11458333,1701.361249,10047.2402,38,0.401853871,0.197928026,0.400218103,0.330902461,7.43918394433319,9.21505326881065,-47.30645,-31.52766,15.77879,2.72,-0.135,1.8,0.027839984,1,0,"no attempt"
"waal_0335",2018,30,394,2018-02-22 06:23:00,"BS11817_2018","Female",8.114583333,885.4970755,4503.711382,21,0.255784062,0.380462725,0.363753213,0.511226252,6.78614915456357,8.41265708739329,-47.39409,-42.05246,5.34162999999999,1.02,0.295,-0.8,0.027839984,1,0,"no attempt"
"waal_0483",2013,23,576,2013-03-15 09:26:00,"BS12635_2013_b","Female",0.958333333,68.99694514,192.6607887,6,0.467391304,0.467391304,0.065217391,0.87755102,4.23406223028383,5.26093107106137,-46.96740134,-46.41944044,0.5479609,2.31,0.183,2.5,0.149519974,1,1,"no attempt"
"waal_0483",2013,23,575,2013-03-11 07:11:00,"BS12635_2013_b","Female",2.083333333,262.7825541,985.4500141,7,0.35,0.26,0.39,0.4,5.5713268997037,6.89309840394669,-46.68211873,-44.13416139,2.54795734,2.31,0.183,2.5,0.149519974,1,1,"no attempt"
"waal_0483",2013,23,577,2013-03-20 06:22:00,"BS12635_2013_b","Female",2.927083333,834.0677465,2009.314311,3,0.135714286,0.357142857,0.507142857,0.41322314,6.72631462987505,7.60554880404607,-46.55302814,-40.2942989,6.25872924,2.31,0.183,2.5,0.149519974,1,1,"no attempt"
"waal_0532",2014,31,113,2014-02-18 18:03:00,"BS12978_2014","Female",11.69791667,1049.443362,5726.517733,24,0.220142602,0.516042781,0.263814617,0.661714286,6.95601517115365,8.65286289948887,-46.36528,-37.55899,8.80629,0.36,-0.009,0.1,-1.346437966,1,1,"failedrep"
"waal_0533",2014,31,704,2014-04-10 10:52:00,"BS12988_2014_b","Female",2.822916667,462.3948401,2032.476816,2,0.066666667,0.418518519,0.514814815,0.448412698,6.13641915834262,7.61701043471484,-50.00503,-46.00434,4.00069,1.18,0.017,1.3,-1.727057403,1,1,"no attempt"
"waal_0648",2016,24,192,2016-01-17 07:46:00,"BS18847_2016","Female",3.09375,312.4748127,1010.374698,8,0.398648649,0.449324324,0.152027027,0.747191011,5.74452386656815,6.91807652915504,-46.3341,-44.84162,1.49248,3.13,0.331,-3.6,-0.877166443,1,1,"no attempt"
"waal_0649",2013,NA,68,2013-02-20 07:20:00,"BS1885_2013","Female",10.91666667,884.243103,4438.748133,44,0.340974212,0.380133715,0.278892073,0.576811594,6.78473202822481,8.3981276636433,-48.48264,-42.42417,6.05847000000001,2.84,0.269,-0.4,NA,NA,NA,NA
"waal_0650",2012,20,510,2012-02-20 13:40:00,"BS18853_2012","Female",14.9375,1910.64631,9750.597235,35,0.225401256,0.336357292,0.438241452,0.434234234,7.55519684600128,9.18508381698769,-47.97557,-32.53223,15.44334,-1.53,0.002,0.8,1.658474874,1,0,"no attempt"
"waal_0650",2014,22,117,2014-03-01 16:10:00,"BS18853_2014","Female",11.57291667,1617.144901,6784.900788,24,0.30990991,0.256756757,0.433333333,0.372062663,7.38841746657032,8.82245494990709,-48.01527,-33.08451,14.93076,1.34,-0.051,-1.5,1.658474874,1,1,"failedrep"
"waal_0650",2014,22,118,2014-03-17 14:50:00,"BS18853_2014","Female",2.59375,464.4487242,1322.820175,10,0.273092369,0.333333333,0.393574297,0.458563536,6.14085116292482,7.18752123273007,-46.35737,-43.83485,2.52252,1.34,-0.051,-1.5,1.658474874,1,1,"failedrep"
"waal_0650",2014,22,119,2014-03-22 10:30:00,"BS18853_2014","Female",2.145833333,415.9587022,1461.122051,3,0.068292683,0.36097561,0.570731707,0.387434555,6.03058598177563,7.28695994761809,-46.35809,-42.73649,3.62159999999999,1.34,-0.051,-1.5,1.658474874,1,1,"failedrep"
"waal_0650",2019,27,483,2019-02-18 12:13:00,"BS18853_2019","Female",11.70833333,1844.640073,8026.330788,33,0.2190561,0.370436331,0.410507569,0.474344356,7.52003945505876,8.99048276453027,-48.60107,-32.7444,15.85667,-1.87,0.496,-2.3,1.658474874,1,1,"failedrep"
"waal_0654",2013,21,79,2013-03-05 03:32:00,"BS18863_2013","Female",12.34375,1662.200655,8168.880079,21,0.213682432,0.330236486,0.456081081,0.419978518,7.41589769917492,9.00808710122432,-46.35783,-32.62568,13.73215,2.31,0.183,2.5,3.300882155,1,1,"no attempt"
"waal_0673",2013,21,51,2013-03-04 00:05:00,"BS18913_2013","Female",6.510416667,951.2615022,3470.724019,16,0.391025641,0.227564103,0.381410256,0.373684211,6.85778900077165,8.15211850218496,-46.36219,-42.63382,3.72837,2.31,0.183,2.5,0.789663035,1,1,"no attempt"
"waal_0673",2017,25,302,2017-01-30 14:25:00,"BS18913_2017","Female",21.02083333,2171.538935,10648.76287,71,0.317145689,0.306243806,0.376610505,0.448476052,7.68319138181644,9.27319900194888,-46.58424,-32.12242,14.46182,-1.12,-0.02,0.3,0.789663035,1,1,"no attempt"
"waal_0753",2010,16,516,2010-02-16 15:15:00,"BS19085_2010","Female",10.92708333,1479.479118,6517.591857,21,0.252862595,0.320610687,0.426526718,0.429118774,7.29944535751288,8.78226023960937,-48.21671,-34.3782,13.83851,-2.12,0.103,-2.4,-0.179312776,1,1,"no attempt"
"waal_0824",2013,20,587,2013-03-20 23:33:00,"BS19262_2013_b","Female",2.635416667,671.0563772,2079.615119,6,0.142857143,0.261904762,0.595238095,0.305555556,6.50885315311436,7.63993811663124,-49.63412,-43.19085,6.44327000000001,2.31,0.183,2.5,-1.831173861,1,1,"no attempt"
"waal_0824",2013,20,589,2013-04-04 12:28:00,"BS19262_2013_b","Female",2.96875,677.3987954,2245.016777,8,0.204225352,0.292253521,0.503521127,0.367256637,6.51826016211224,7.71646827319966,-46.58955,-40.3864,6.20315,-0.07,-0.222,0.4,-1.831173861,1,1,"no attempt"
"waal_0824",2013,20,588,2013-03-26 13:51:00,"BS19262_2013_b","Female",5.78125,1132.853003,5052.485133,12,0.190990991,0.232432432,0.576576577,0.287305122,7.03249451121634,8.52763550676974,-47.68645,-39.21652,8.46993,2.31,0.183,2.5,-1.831173861,1,1,"no attempt"
"waal_0938",2016,22,292,2016-02-10 09:16:00,"BS19544_2016","Female",5.114583333,214.8671978,1652.017202,19,0.33197556,0.553971487,0.114052953,0.829268293,5.37002015263074,7.40975236685964,-46.82994,-45.42209,1.40785,1.35,-0.03,-3.2,-0.995212144,1,0,"no attempt"
"waal_0938",2016,22,291,2016-01-26 12:08:00,"BS19544_2016","Female",5.697916667,1041.756593,5024.139004,6,0.098720293,0.272394881,0.628884826,0.302231237,6.94866359905623,8.52200937575891,-47.11735,-44.12831,2.98904,3.13,0.331,-3.6,-0.995212144,1,0,"no attempt"
"waal_0949",2013,19,7,2013-01-25 13:51:00,"BS19570_2013","Female",7.90625,908.5208132,3732.981091,20,0.327176781,0.344327177,0.328496042,0.511764706,6.81181779698493,8.22496241353878,-46.48737,-42.23946,4.24791,0.71,0.001,-0.1,0.897655342,1,1,"no attempt"
"waal_0958",2013,19,98,2013-03-10 03:40:00,"BS19602_2013","Female",5.21875,553.154345,1941.451294,13,0.431137725,0.325349301,0.243512974,0.571929825,6.31563706746227,7.57119106206848,-46.36536,-44.14933,2.21603,2.31,0.183,2.5,2.547249939,1,1,"no attempt"
"waal_0984",2013,16,8,2013-01-27 07:22:00,"BS19693_2013","Female",3.28125,62.15523188,706.9033881,11,0.375796178,0.595541401,0.02866242,0.954081633,4.12963499591004,6.56089400606399,-46.72106,-46.33164,0.389420000000001,0.71,0.001,-0.1,1.357655609,1,1,"no attempt"
"waal_1028",2011,16,128,2011-02-15 11:12:00,"BS19786_2011","Female",4.854166667,65.36411456,427.7791362,27,0.608602151,0.378494624,0.012903226,0.967032967,4.17997340083472,6.05860702547304,-46.39754,-45.81445,0.583089999999999,0.87,0.322,4.5,1.900346462,1,1,"failedrep"
"waal_1028",2013,18,74,2013-03-08 03:27:00,"BS19786_2013","Female",7.364583333,630.947947,3613.188628,22,0.388101983,0.294617564,0.317280453,0.481481481,6.44722336627003,8.19234593792213,-48.23037,-44.24387,3.9865,2.31,0.183,2.5,1.900346462,1,0,"no attempt"
"waal_1028",2015,20,155,2015-01-12 06:35:00,"BS19786_2015","Female",9.072916667,1577.962115,6878.07611,12,0.202298851,0.254022989,0.543678161,0.318443804,7.36388949287934,8.83609425664777,-47.41355,-36.39472,11.01883,1.35,-0.034,-1.4,1.900346462,1,1,"failedrep"
"waal_1034",2012,17,512,2012-02-20 00:49:00,"BS19805_2012","Female",10.125,265.4066707,3120.853666,30,0.389289392,0.472708548,0.13800206,0.774030354,5.58126325609618,8.04586185427633,-46.46212,-44.62975,1.83237,-1.53,0.002,0.8,1.490092957,1,1,"no attempt"
"waal_1042",2012,17,513,2012-01-28 02:37:00,"BS19818_2012","Female",9.114583333,1632.672389,5721.076922,24,0.227688787,0.327231121,0.445080092,0.423703704,7.39797345373782,8.65191233972961,-52.29238,-44.48311,7.80927,3.08,0.111,1.8,-1.166777798,1,0,"no attempt"
"waal_1042",2013,18,80,2013-02-26 17:17:00,"BS19818_2013","Female",11.6875,1563.959047,8453.82084,18,0.123996432,0.462979483,0.413024086,0.528513238,7.35497573597982,9.04237378856718,-48.09272,-33.72596,14.36676,2.84,0.269,-0.4,-1.166777798,1,1,"failedrep"
"waal_1053",2011,16,150,2011-02-10 04:06:00,"BS19851_2011","Female",16.11458333,689.8439466,3662.137862,61,0.476405947,0.424046542,0.099547511,0.809876543,6.53646540766447,8.20580237116702,-46.44253,-42.62614,3.81639,0.87,0.322,4.5,0.097361946,1,1,"no attempt"
"waal_1068",2012,17,515,2012-02-20 14:17:00,"BS19891_2012","Female",5.729166667,767.461149,2563.705138,22,0.375227687,0.402550091,0.222222222,0.644314869,6.64308785798467,7.84920881064743,-47.95724,-44.24412,3.71312,-1.53,0.002,0.8,-0.364946504,1,1,"no attempt"
"waal_1068",2016,21,176,2016-02-04 12:41:00,"BS19891_2016","Female",5.885416667,224.1278764,1540.71396,23,0.377659574,0.567375887,0.054964539,0.911680912,5.41221676575259,7.34000119836319,-46.87965,-45.63777,1.24187999999999,1.35,-0.03,-3.2,-0.364946504,1,1,"no attempt"
"waal_1140",2010,21,1,2010-01-15 10:48:00,"BS20068_2010","Female",10.60416667,1104.138184,3771.836201,39,0.403146509,0.352015733,0.244837758,0.589785832,7.00682038567101,8.23531721783697,-50.14067052,-45.68506058,4.45560994,-0.4,0.359,-1.8,-1.668703906,1,1,"no attempt"
"waal_1173",2020,24,495,2020-01-19 11:25:00,"BS20220_2020","Female",14.8125,1476.562067,7593.648843,46,0.240506329,0.428973277,0.330520394,0.564814815,7.29747173687344,8.93506749834781,-46.88843,-35.96476,10.92367,0.57,0.238,0.3,-1.192307956,1,1,"no attempt"
"waal_1182",2012,16,517,2012-02-20 13:45:00,"BS20259_2012","Female",7.572916667,823.3906678,3898.094183,23,0.41322314,0.263085399,0.32369146,0.448356808,6.71343077553342,8.2682430416535,-46.80324,-43.52194,3.2813,-1.53,0.002,0.8,-0.099575161,1,1,"failedrep"
"waal_1182",2018,22,400,2018-02-11 13:27:00,"BS20259_2018","Female",7.979166667,663.8210492,2911.623943,34,0.416993464,0.383006536,0.2,0.656950673,6.49801260893678,7.97646626052393,-47.02976,-43.37534,3.65442,1.02,0.295,-0.8,-0.099575161,1,1,"no attempt"
"waal_1182",2018,22,399,2018-01-31 08:42:00,"BS20259_2018","Female",6.927083333,670.8948886,3521.187005,21,0.280120482,0.38253012,0.337349398,0.531380753,6.5086124758187,8.1665534290767,-48.29865,-44.19069,4.10796000000001,2.72,-0.135,1.8,-0.099575161,1,1,"no attempt"
"waal_1222",2016,18,189,2016-01-23 08:02:00,"BS20435_2016","Female",3.895833333,731.6921636,2435.437353,9,0.257372654,0.321715818,0.420911528,0.433212996,6.59535988397887,7.79788163047685,-47.10163,-43.05075,4.05088,3.13,0.331,-3.6,-0.575915452,1,1,"no attempt"
"waal_1234",2016,18,185,2016-01-14 09:13:00,"BS20472_2016","Female",10.21875,1392.512279,5849.833857,28,0.278571429,0.339795918,0.381632653,0.471004243,7.23886478971588,8.67416853930978,-49.21236,-44.43567,4.77668999999999,3.13,0.331,-3.6,-0.482718317,1,1,"no attempt"
"waal_1244",2018,27,443,2018-02-19 09:53:00,"BS20501_2018","Female",3.15625,98.11670852,758.8425695,10,0.271523179,0.678807947,0.049668874,0.931818182,4.58615767337308,6.63179433756791,-47.00253,-46.03965,0.962879999999998,1.02,0.295,-0.8,-0.193280049,1,1,"no attempt"
"waal_1244",2018,27,444,2018-02-22 15:17:00,"BS20501_2018","Female",3.59375,140.8380807,838.0906253,21,0.369186047,0.552325581,0.078488372,0.875576037,4.94761086667341,6.73112623938427,-46.71207,-45.37831,1.33376,1.02,0.295,-0.8,-0.193280049,1,1,"no attempt"
"waal_1247",2013,15,107,2013-02-16 11:25:00,"BS20511_2013","Female",8.65625,1597.173304,5600.524678,13,0.307228916,0.246987952,0.445783133,0.356521739,7.37599066079944,8.63061556483437,-51.46497,-45.58419,5.88078,2.84,0.269,-0.4,-1.465512518,1,1,"no attempt"
"waal_1258",2011,13,190,2011-01-26 14:16:00,"BS20544_2011","Female",14.73958333,1682.950038,9095.117252,26,0.197312588,0.351485149,0.451202263,0.437885463,7.42830350747565,9.11549298278776,-46.35903,-32.05538,14.30365,0.48,0.257,3.8,-0.467418999,1,1,"no attempt"
"waal_1258",2013,15,52,2013-03-07 02:38:00,"BS20544_2013","Female",6.041666667,1082.706344,3557.238633,7,0.259067358,0.335060449,0.405872193,0.452214452,6.9872190597252,8.17673985797478,-50.47577,-40.08643,10.38934,2.31,0.183,2.5,-0.467418999,1,0,"no attempt"
"waal_1258",2014,16,122,2014-01-19 14:30:00,"BS20544_2014","Female",4.833333333,443.854761,1972.514212,10,0.390928726,0.321814255,0.287257019,0.528368794,6.09549739405362,7.58706425776378,-47.01568,-42.44839,4.56729,-0.13,-0.036,2.4,-0.467418999,1,1,"failedrep"
"waal_1260",2011,46,216,2011-02-19 04:38:00,"BS20552_2011","Female",4.270833333,207.843802,870.457738,16,0.491442543,0.4400978,0.068459658,0.865384615,5.3367868456726,6.76901920891999,-46.52061,-45.31341,1.2072,0.87,0.322,4.5,-0.585759396,1,0,"no attempt"
"waal_1260",2016,51,212,2016-02-29 01:34:00,"BS20552_2016","Female",6.385416667,817.4448671,3459.88773,18,0.287581699,0.357843137,0.354575163,0.502293578,6.7061834596409,8.14899141954844,-49.78152,-44.50195,5.27957,1.35,-0.03,-3.2,-0.585759396,1,1,"no attempt"
"waal_1260",2016,51,213,2016-03-19 07:43:00,"BS20552_2016","Female",2.989583333,1035.733728,2721.044351,4,0.115384615,0.181818182,0.702797203,0.205533597,6.94286537047929,7.90877103817265,-48.13672,-43.82524,4.31148,4.36,0.091,-0.1,-0.585759396,1,1,"no attempt"
"waal_1260",2016,51,211,2016-01-31 13:27:00,"BS20552_2016","Female",9.854166667,1600.816705,4502.830174,30,0.33015873,0.308994709,0.360846561,0.461295419,7.37826921862237,8.41246140562192,-46.65792,-38.21076,8.44716,3.13,0.331,-3.6,-0.585759396,1,1,"no attempt"
"waal_1267",2011,12,257,2011-02-15 13:37:00,"BS20567_2011","Female",4.84375,86.74667814,754.3620084,28,0.474137931,0.504310345,0.021551724,0.959016393,4.4629921257595,6.62587237002993,-47.02079,-45.89839,1.1224,0.87,0.322,4.5,-1.056315629,1,1,"no attempt"
"waal_1277",2019,20,449,2019-01-27 09:08:00,"BS20589_2019","Female",14.6875,1178.339655,5765.543874,56,0.405251952,0.388928318,0.20581973,0.653937947,7.07186165457038,8.65965476892985,-48.45473,-39.7116,8.74313,2.79,0.452,-0.1,0.293706665,1,1,"failedrep"
"waal_1291",2017,18,338,2017-02-22 09:40:00,"BS20642_2017","Female",12.09375,836.2184965,5831.806256,27,0.390517241,0.327586207,0.281896552,0.53748232,6.72888993838603,8.67108205228619,-47.67913,-40.55235,7.12678,-1.09,0.181,-0.1,-0.486739014,1,1,"no attempt"
"waal_1340",2013,14,604,2013-03-30 06:43:00,"BS21108_2013_b","Female",1.895833333,163.5790866,997.4945552,2,0.099447514,0.635359116,0.26519337,0.705521472,5.09729658347904,6.90524669030301,-47.63679,-46.31279,1.324,2.31,0.183,2.5,0.86465002,1,1,"no attempt"
"waal_1340",2013,14,603,2013-03-20 15:01:00,"BS21108_2013_b","Female",2.854166667,448.3968555,1510.753755,8,0.227106227,0.406593407,0.366300366,0.526066351,6.10567867846155,7.32036398075902,-47.00882,-44.54479,2.46403,2.31,0.183,2.5,0.86465002,1,1,"no attempt"
"waal_1340",2013,14,605,2013-04-02 14:13:00,"BS21108_2013_b","Female",2.53125,96.79367104,602.5169368,10,0.404958678,0.578512397,0.016528926,0.972222222,4.57258161032687,6.40111577584108,-46.92402,-46.43368,0.490339999999996,-0.07,-0.222,0.4,0.86465002,1,1,"no attempt"
"waal_1351",2011,NA,280,2011-02-17 05:02:00,"BS21133_2011","Female",7.25,624.9657214,1956.418308,29,0.522302158,0.313669065,0.164028777,0.656626506,6.43769680247232,7.57887068662591,-46.73834,-43.88624,2.8521,0.87,0.322,4.5,NA,NA,NA,NA
"waal_1366",2018,37,396,2018-02-24 07:29:00,"BS21148_2018","Female",6.052083333,295.9361563,1851.007681,20,0.313793103,0.587931034,0.098275862,0.85678392,5.69014374288435,7.52348546221373,-46.96087,-45.3414,1.61947,1.02,0.295,-0.8,-0.289651561,1,1,"no attempt"
"waal_1366",2018,37,395,2018-02-03 05:09:00,"BS21148_2018","Female",14.3125,2547.592947,11701.48761,29,0.167638484,0.301020408,0.531341108,0.361646235,7.84290425000539,9.36747125885731,-46.59979,-28.43238,18.16741,1.02,0.295,-0.8,-0.289651561,1,1,"no attempt"
"waal_1408",2013,13,40,2013-03-06 13:58:00,"BS21253_2013","Female",4.645833333,274.3786069,1150.507468,15,0.449438202,0.42247191,0.128089888,0.767346939,5.61450892962002,7.04795840054518,-48.23662,-46.01093,2.22569,2.31,0.183,2.5,0.695439249,1,1,"no attempt"
"waal_1410",2013,13,541,2013-02-22 13:18:00,"BS21258_2013","Female",8.572916667,1646.892788,6013.081115,21,0.200729927,0.309002433,0.49026764,0.386605784,7.40664563273401,8.70169256088705,-46.35899,-33.66333,12.69566,2.84,0.269,-0.4,-0.312418019,1,1,"no attempt"
"waal_1410",2015,15,158,2015-02-04 18:16:00,"BS21258_2015","Female",11.57291667,1920.676784,6850.259002,26,0.277477477,0.352252252,0.37027027,0.487531172,7.5604328945779,8.83204174105242,-46.48917,-31.46527,15.0239,4.92,-0.265,0.4,-0.312418019,1,1,"no attempt"
"waal_1410",2015,15,159,2015-02-22 11:55:00,"BS21258_2015","Female",8.520833333,943.08161,4542.584628,17,0.299877601,0.313341493,0.386780906,0.447552448,6.84915282183687,8.42125143036646,-47.03344,-38.76888,8.26456,4.92,-0.265,0.4,-0.312418019,1,1,"no attempt"
"waal_1412",2011,11,324,2011-02-28 07:04:00,"BS21263_2011","Female",11.83333333,1580.823479,4693.105344,39,0.449339207,0.266079295,0.284581498,0.4832,7.36570117948958,8.45384976259128,-46.60877,-32.91035,13.69842,0.87,0.322,4.5,0.409341081,1,1,"no attempt"
"waal_1412",2013,13,538,2013-02-01 10:41:00,"BS21263_2013","Female",15.125,1981.754378,9497.56239,34,0.293590627,0.260509993,0.44589938,0.368780488,7.5917377808734,9.15879045413734,-46.36008,-33.64673,12.71335,2.84,0.269,-0.4,0.409341081,1,0,"no attempt"
"waal_1420",2016,16,275,2016-02-18 14:33:00,"BS21294_2016","Female",7.739583333,948.3818986,5537.149915,13,0.132075472,0.48787062,0.380053908,0.562111801,6.85475726775858,8.61923519158738,-48.50999,-42.13073,6.37926,1.35,-0.03,-3.2,0.799418238,1,1,"no attempt"
"waal_1446",2016,19,284,2016-01-22 06:45:00,"BS21362_2016","Female",7.21875,1217.273896,4821.166473,15,0.281791908,0.24566474,0.472543353,0.342052314,7.10436912600588,8.48077118461219,-51.08055,-41.52933,9.55122,3.13,0.331,-3.6,-0.659730763,1,1,"no attempt"
"waal_1454",2015,18,151,2015-01-08 15:09:00,"BS21381_2015","Female",10.8125,2080.494869,6602.998385,25,0.225650916,0.304725169,0.469623915,0.393524284,7.64036106218588,8.79527912560875,-47.6112,-34.0797,13.5315,1.35,-0.034,-1.4,-0.940650201,1,1,"no attempt"
