"id","Year","Age","trackid","start_time","DeploymentID","sex","tripduration.days","maxdistance.km","totalpathdistance.km","total_landings_hmm","propRest_hmm","propSearch_hmm","propTravel_hmm","propARSvsTravel_hmm","logmaxdistance.km","logtotalpathdistance.km","southLat","northLat","latRange","SAMIndex","IODIndex","SOIIndex","boldness","attempted_breeding","breeding_success","prevyear"
"waal_1480",2013,13,11,2013-03-08 14:13:00,"BS21449_2013","Female",10.02083333,617.1461667,3207.059189,31,0.437629938,0.408523909,0.153846154,0.726432532,6.4251058948768,8.07310965571243,-46.42042,-44.09748,2.32294,2.31,0.183,2.5,-1.231617331,1,1,"failedrep"
"waal_1480",2017,17,320,2017-02-16 06:52:00,"BS21449_2017","Female",5.989583333,699.7856658,2572.843123,22,0.368695652,0.349565217,0.28173913,0.553719008,6.55077409644286,7.85276683996048,-46.75657,-44.43829,2.31828,-1.09,0.181,-0.1,-1.231617331,1,1,"no attempt"
"waal_1480",2017,17,319,2017-01-30 10:27:00,"BS21449_2017","Female",13.15625,1692.853383,7495.734328,31,0.265451664,0.337559429,0.396988906,0.459546926,7.43417077649284,8.92208938145454,-46.35988,-32.2516,14.10828,-1.12,-0.02,0.3,-1.231617331,1,1,"no attempt"
"waal_1480",2017,17,321,2017-02-26 08:27:00,"BS21449_2017","Female",10.10416667,1525.904152,6264.263975,25,0.249742002,0.329205366,0.421052632,0.438789546,7.33034239991109,8.74261637838552,-46.6265,-33.89622,12.73028,-1.09,0.181,-0.1,-1.231617331,1,1,"no attempt"
"waal_1487",2012,36,522,2012-02-18 09:48:00,"BS21458_2012","Female",10.11458333,1111.58459,4311.552054,25,0.412371134,0.346391753,0.241237113,0.589473684,7.01354183487193,8.36905322361186,-46.35753,-36.35342,10.00411,-1.53,0.002,0.8,-0.677357831,1,0,"no attempt"
"waal_1489",2013,13,96,2013-03-03 11:02:00,"BS21461_2013","Female",5.010416667,464.7237082,1628.286574,16,0.364583333,0.447916667,0.1875,0.704918033,6.14144305308091,7.39528355932686,-48.24486,-44.97965,3.26521,2.31,0.183,2.5,1.474746935,1,1,"no attempt"
"waal_1520",2011,28,336,2011-02-12 13:51:00,"BS21549_2011","Female",5.53125,69.21167278,563.2284264,21,0.637735849,0.343396226,0.018867925,0.947916667,4.23716953019036,6.33368527658148,-46.4706,-45.8121,0.658499999999997,0.87,0.322,4.5,0.346577941,1,1,"no attempt"
"waal_1520",2013,30,542,2013-02-17 15:15:00,"BS21549_2013","Female",7.458333333,454.975982,2180.682924,35,0.404195804,0.467132867,0.128671329,0.784037559,6.12024463074449,7.6873933746149,-46.6995,-45.20856,1.49094,2.84,0.269,-0.4,0.346577941,1,1,"no attempt"
"waal_1520",2015,32,161,2015-01-24 21:43:00,"BS21549_2015","Female",12.60416667,1924.118169,8985.616565,18,0.203811102,0.29908865,0.497100249,0.375650364,7.56222304773879,9.10338041845485,-46.47769,-30.18963,16.28806,1.35,-0.034,-1.4,0.346577941,1,1,"no attempt"
"waal_1520",2017,34,328,2017-03-09 15:16:00,"BS21549_2017","Female",9.9375,1711.624226,8112.059293,11,0.120671563,0.302203568,0.577124869,0.343675418,7.44519803845044,9.00110703509912,-46.35895,-31.78293,14.57602,-1.56,0.457,1.5,0.346577941,1,0,"no attempt"
"waal_1541",2011,13,348,2011-01-29 13:46:00,"BS21604_2011","Female",3.822916667,136.7105364,908.2533104,16,0.49726776,0.401639344,0.101092896,0.798913043,4.91786581757017,6.81152331590612,-47.13453,-45.8447,1.28982999999999,0.48,0.257,3.8,-0.821025734,1,1,"no attempt"
"waal_1541",2013,15,64,2013-01-21 14:19:00,"BS21604_2013","Female",8.510416667,760.8380088,4459.387367,20,0.258261934,0.434516524,0.307221542,0.585808581,6.63442046897381,8.40276667391994,-48.85483,-43.55645,5.29838,0.71,0.001,-0.1,-0.821025734,1,1,"no attempt"
"waal_1541",2013,15,65,2013-02-07 04:24:00,"BS21604_2013","Female",10.3125,610.8920601,4735.274902,26,0.319514661,0.37917088,0.301314459,0.557206538,6.41492028251773,8.46279506137947,-51.7828,-41.09157,10.69123,2.84,0.269,-0.4,-0.821025734,1,1,"no attempt"
"waal_1541",2017,19,303,2017-01-22 04:50:00,"BS21604_2017","Female",22.28125,1711.944892,11499.11878,35,0.193638915,0.523386342,0.282974743,0.649071926,7.44538536693127,9.35002568358919,-46.48915,-36.24811,10.24104,-1.12,-0.02,0.3,-0.821025734,1,0,"no attempt"
"waal_1541",2018,20,441,2018-01-17 11:42:00,"BS21604_2018","Female",14.59375,552.158032,5218.175299,52,0.267142857,0.557142857,0.175714286,0.760233918,6.31383429515905,8.55990306018795,-48.18977,-44.27295,3.91682,2.72,-0.135,1.8,-0.821025734,1,1,"failedrep"
"waal_1543",2017,19,332,2017-02-15 10:02:00,"BS21607_2017","Female",4.875,209.4438345,1709.580613,15,0.263383298,0.625267666,0.111349036,0.848837209,5.34445561034006,7.44400336386109,-46.93034,-45.32222,1.60812,-1.09,0.181,-0.1,-0.482527304,1,0,"no attempt"
"waal_4620",2013,NA,77,2013-01-26 04:04:00,"BS21615_2013","Female",2.041666667,67.34487079,224.417743,13,0.617346939,0.346938776,0.035714286,0.906666667,4.20982674242098,5.41350923915023,-46.35814,-45.82763,0.53051,0.71,0.001,-0.1,0.42670471,NA,NA,NA
"waal_4620",2013,NA,618,2013-03-26 07:11:00,"BS21615_2013_b","Female",7.208333333,1594.220564,4663.328764,12,0.1447178,0.455861071,0.399421129,0.532994924,7.37414022117045,8.44748479914819,-46.35791,-32.67152,13.68639,2.31,0.183,2.5,0.42670471,NA,NA,NA
"waal_4620",2013,NA,78,2013-02-01 03:12:00,"BS21615_2013","Female",11.25,612.7106554,2481.037104,66,0.512511585,0.363299351,0.124189064,0.745247148,6.41789281047316,7.81643193883995,-46.35799,-44.36726,1.99073,2.84,0.269,-0.4,0.42670471,NA,NA,NA
"waal_4620",2013,NA,617,2013-03-20 11:52:00,"BS21615_2013_b","Female",3.84375,601.486815,2456.934352,9,0.184782609,0.39673913,0.418478261,0.486666667,6.39940461497498,7.80666965340151,-46.66985,-44.63107,2.03878,2.31,0.183,2.5,0.42670471,NA,NA,NA
"waal_4620",2013,NA,616,2013-03-13 09:20:00,"BS21615_2013_b","Female",4.864583333,764.741376,1933.281793,12,0.491416309,0.208154506,0.300429185,0.4092827,6.63953770607956,7.56697424871795,-46.80595,-39.55486,7.25109,2.31,0.183,2.5,0.42670471,NA,NA,NA
"waal_1561",2012,40,524,2012-02-29 06:05:00,"BS21644_2012","Female",7.927083333,700.3640495,3542.540738,26,0.310526316,0.389473684,0.3,0.564885496,6.55160027056779,8.172599471287,-49.31082,-44.1442,5.16662,-1.53,0.002,0.8,0.144500551,1,1,"no attempt"
"waal_1561",2017,45,326,2017-01-18 09:08:00,"BS21644_2017","Female",50.69791667,2118.491036,24443.57684,131,0.272297575,0.389847924,0.337854501,0.535724372,7.65845933876193,10.1041227544593,-46.49003,-31.118,15.37203,-1.12,-0.02,0.3,0.144500551,1,1,"no attempt"
"waal_1564",2013,16,619,2013-03-23 04:13:00,"BB21651_2013_b","Female",2.03125,90.01297179,652.3606114,2,0.304123711,0.618556701,0.077319588,0.888888889,4.49995379094439,6.48059749400086,-46.36745,-45.60826,0.759189999999997,2.31,0.183,2.5,0.724332958,1,1,"no attempt"
"waal_1564",2013,16,621,2013-03-30 06:29:00,"BB21651_2013_b","Female",1.84375,137.2134489,802.1958032,1,0.045454545,0.801136364,0.153409091,0.839285714,4.92153773454022,6.6873527217092,-47.01514,-46.10331,0.911830000000002,2.31,0.183,2.5,0.724332958,1,1,"no attempt"
"waal_1564",2013,16,620,2013-03-26 07:23:00,"BB21651_2013_b","Female",0.8125,80.85060763,341.4685945,1,0.051948052,0.792207792,0.155844156,0.835616438,4.39260310151745,5.83325571138517,-46.93255,-46.0713,0.861249999999998,2.31,0.183,2.5,0.724332958,1,1,"no attempt"
"waal_1564",2013,16,622,2013-04-02 13:40:00,"BB21651_2013_b","Female",2.53125,167.2955329,874.6278588,7,0.32231405,0.561983471,0.115702479,0.829268293,5.11976190650061,6.77379849166155,-46.95159,-46.18905,0.762540000000001,-0.07,-0.222,0.4,0.724332958,1,1,"no attempt"
"waal_1604",2013,37,12,2013-01-29 14:30:00,"BS21795_2013","Female",13.76041667,696.2286367,4308.783133,45,0.400454201,0.431491294,0.168054504,0.71969697,6.54567810739553,8.3684108075027,-47.7625,-44.39477,3.36773,0.71,0.001,-0.1,-1.350821927,1,1,"no attempt"
"waal_1607",2012,41,525,2012-02-19 14:40:00,"BS21799_2012","Female",5.53125,111.4122949,1022.578687,21,0.437735849,0.503773585,0.058490566,0.895973154,4.7132376885486,6.93008284045726,-46.35899,-45.43771,0.921279999999996,-1.53,0.002,0.8,-0.71979764,1,0,"no attempt"
"waal_1624",2010,16,552,2010-02-09 15:53:00,"BS22516_2010","Female",9.854166667,1065.321964,3645.860289,32,0.374603175,0.432804233,0.192592593,0.692047377,6.971032346071,8.20134763552471,-46.39456,-36.77221,9.62235,-2.12,0.103,-2.4,-1.400978946,1,1,"successfulrep"
"waal_1624",2010,16,553,2010-02-23 15:41:00,"BS22516_2010","Female",4.864583333,1080.991155,2761.951361,16,0.36695279,0.240343348,0.392703863,0.379661017,6.98563363536707,7.92369272374901,-46.3458,-36.64151,9.70429,-2.12,0.103,-2.4,-1.400978946,1,1,"successfulrep"
"waal_1628",2013,35,623,2013-03-19 09:46:00,"BS22521_2013_b","Female",5.8125,1351.555837,5367.068802,11,0.175942549,0.161579892,0.662477558,0.196078431,7.20901167969844,8.58803719154687,-46.69847,-35.96246,10.73601,2.31,0.183,2.5,-0.04123906,1,1,"no attempt"
"waal_1628",2013,35,625,2013-03-30 04:07:00,"BS22521_2013_b","Female",5.802083333,1603.382467,4323.387123,14,0.233393178,0.215439856,0.551166966,0.281030445,7.3798707186607,8.37179443027662,-47.41596,-37.39333,10.02263,2.31,0.183,2.5,-0.04123906,1,1,"no attempt"
"waal_1628",2013,35,104,2013-02-16 15:55:00,"BS22521_2013","Female",12.67708333,1691.529716,6679.734965,23,0.261513158,0.351973684,0.386513158,0.476614699,7.43338855590565,8.80683358984538,-46.92255,-35.1997,11.72285,2.84,0.269,-0.4,-0.04123906,1,1,"no attempt"
"waal_1628",2013,35,103,2013-01-24 07:33:00,"BS22521_2013","Female",7.989583333,135.4373717,2037.282061,32,0.2845953,0.637075718,0.078328982,0.890510949,4.90850933199571,7.61937187546759,-46.36369,-45.30182,1.06187,0.71,0.001,-0.1,-0.04123906,1,1,"no attempt"
"waal_1628",2013,35,624,2013-03-27 03:59:00,"BS22521_2013_b","Female",1.1875,171.8555503,398.6136848,1,0.265486726,0.433628319,0.300884956,0.590361446,5.14665430012664,5.98799273935193,-46.36396,-45.13235,1.23161,2.31,0.183,2.5,-0.04123906,1,1,"no attempt"
"waal_1628",2017,39,304,2017-01-31 06:22:00,"BS22521_2017","Female",17.29166667,1654.101175,9347.385993,36,0.274261603,0.30861965,0.417118746,0.425249169,7.41101304360401,9.14285201025376,-46.36337,-33.56904,12.79433,-1.12,-0.02,0.3,-0.04123906,1,1,"no attempt"
"waal_1628",2017,39,305,2017-02-23 01:01:00,"BS22521_2017","Female",7.020833333,544.7586506,2698.310062,21,0.435364042,0.349182764,0.215453195,0.618421053,6.30034285364357,7.90038095307043,-47.31546,-44.64936,2.6661,-1.09,0.181,-0.1,-0.04123906,1,1,"no attempt"
"waal_1630",2012,18,526,2012-02-21 04:41:00,"BS22526_2012","Female",6.333333333,921.8715495,3510.114131,12,0.401976936,0.248764415,0.349258649,0.415977961,6.82640589660593,8.1634038318857,-47.32305,-43.38307,3.93998000000001,-1.53,0.002,0.8,-0.483948619,1,1,"no attempt"
"waal_1630",2020,26,489,2020-02-10 13:00:00,"BS22526_2020","Female",2.677083333,151.7711467,629.9850695,14,0.45703125,0.41796875,0.125,0.769784173,5.02237377245504,6.4456961198984,-46.42838,-45.0649,1.36348,-0.36,0.134,-0.1,-0.483948619,1,1,"no attempt"
"waal_1638",2013,31,15,2013-03-21 05:58:00,"BS22538_2013","Female",1,89.3674097,342.0846728,2,0.284210526,0.515789474,0.2,0.720588235,4.49275607097415,5.83505828770597,-46.36137,-45.71508,0.64629,2.31,0.183,2.5,0.49685155,1,1,"no attempt"
"waal_1638",2013,31,14,2013-03-11 14:19:00,"BS22538_2013","Female",6.75,735.5422143,2318.063164,17,0.421296296,0.362654321,0.216049383,0.626666667,6.60060793377173,7.74848727288133,-48.7923,-46.0767,2.71559999999999,2.31,0.183,2.5,0.49685155,1,1,"no attempt"
"waal_1638",2013,31,13,2013-03-03 08:27:00,"BS22538_2013","Female",2.875,277.627469,702.8855702,4,0.716363636,0.116363636,0.167272727,0.41025641,5.62628017546636,6.55519410501965,-46.3591,-43.93143,2.42767,2.31,0.183,2.5,0.49685155,1,1,"no attempt"
"waal_1638",2016,34,175,2016-02-03 13:46:00,"BS22538_2016","Female",9.583333333,1160.264703,4149.916967,22,0.47007617,0.243743199,0.286180631,0.459958932,7.0564034503099,8.33084360507278,-47.50792,-39.98597,7.52195,1.35,-0.03,-3.2,0.49685155,1,1,"no attempt"
"waal_1638",2019,37,450,2019-02-18 10:32:00,"BS22538_2019","Female",15.89583333,2011.920863,9874.246392,42,0.239344262,0.33704918,0.423606557,0.443103448,7.60684519794112,9.19768527212303,-46.42066,-31.91569,14.50497,-1.87,0.496,-2.3,0.49685155,1,1,"successfulrep"
"waal_1677",2010,9,335,2010-01-15 12:38:00,"BS22681_2010","Female",14.04166667,1034.569079,7389.276157,27,0.261321455,0.377876763,0.360801782,0.511557789,6.94174027020998,8.90778506015982,-46.35917,-37.10697,9.2522,-0.4,0.359,-1.8,0.111791453,1,1,"no attempt"
"waal_1677",2013,12,557,2013-01-19 09:04:00,"BS22681_2013","Female",14.15625,1741.594956,8528.527821,17,0.251840943,0.275405007,0.47275405,0.368110236,7.46255661372873,9.05117203719673,-46.35941,-31.98391,14.3755,0.71,0.001,-0.1,0.111791453,1,1,"failedrep"
"waal_1684",2019,18,446,2019-01-22 05:04:00,"BS22702_2019","Female",20.15625,1825.58475,11803.80631,61,0.282833506,0.3557394,0.361427094,0.496034607,7.50965562565487,9.37617732708374,-51.04906,-33.88727,17.16179,2.79,0.452,-0.1,0.570946786,1,1,"no attempt"
"waal_1686",2013,12,551,2013-02-27 16:29:00,"BS22705_2013","Female",3.729166667,824.2178506,2749.770037,8,0.210084034,0.288515406,0.50140056,0.365248227,6.71443487676288,7.91927256425494,-48.35232,-44.44198,3.91034,2.84,0.269,-0.4,-1.204715635,1,1,"no attempt"
"waal_1689",2013,12,627,2013-03-22 03:56:00,"BS22729_2013_b","Female",3.114583333,284.1377206,1471.719531,6,0.140939597,0.620805369,0.238255034,0.72265625,5.64945905230997,7.2941867451291,-47.23186,-45.4397,1.79216,2.31,0.183,2.5,-0.46664006,1,1,"no attempt"
"waal_1689",2013,12,630,2013-04-01 07:51:00,"BS22729_2013_b","Female",1.854166667,342.3173635,893.0450438,9,0.350282486,0.288135593,0.361581921,0.443478261,5.83573827022099,6.79463702058984,-46.52765,-43.7988,2.72885,-0.07,-0.222,0.4,-0.46664006,1,1,"no attempt"
"waal_1689",2013,12,626,2013-03-17 04:42:00,"BS22729_2013_b","Female",2.34375,586.3291985,1532.569128,5,0.160714286,0.370535714,0.46875,0.441489362,6.37388140402639,7.33470077478651,-48.6164,-46.2898,2.3266,2.31,0.183,2.5,-0.46664006,1,1,"no attempt"
"waal_1689",2013,12,628,2013-03-27 04:52:00,"BS22729_2013_b","Female",2.229166667,86.74409603,337.5993809,9,0.443925234,0.53271028,0.023364486,0.957983193,4.4629623592199,5.82185992889311,-47.0534,-46.21839,0.835010000000004,2.31,0.183,2.5,-0.46664006,1,1,"no attempt"
"waal_1697",2013,12,631,2013-03-21 02:33:00,"BS22758_2013_b","Female",3.020833333,502.9074564,1907.088892,5,0.14137931,0.417241379,0.44137931,0.485943775,6.22040616987254,7.55333321804315,-50.67385,-44.50089,6.17296,2.31,0.183,2.5,-1.275400648,1,1,"no attempt"
"waal_1697",2013,12,633,2013-04-02 03:06:00,"BS22758_2013_b","Female",2.03125,134.0952267,526.8443893,5,0.340206186,0.56185567,0.097938144,0.8515625,4.89855019457581,6.26690522846809,-47.5645,-46.42975,1.13475,-0.07,-0.222,0.4,-1.275400648,1,1,"no attempt"
"waal_1697",2013,12,632,2013-03-26 11:09:00,"BS22758_2013_b","Female",3.0625,907.3771943,2106.875157,7,0.156996587,0.303754266,0.539249147,0.360323887,6.81055823389661,7.65296116050627,-46.46628,-38.58321,7.88307,2.31,0.183,2.5,-1.275400648,1,1,"no attempt"
"waal_1730",2013,12,17,2013-01-29 15:11:00,"BS22842_2013","Female",10.10416667,381.7223057,3350.074731,33,0.312693498,0.531475748,0.155830753,0.773273273,5.94469339582212,8.11673793233149,-46.95678,-44.09871,2.85807,0.71,0.001,-0.1,0.415275086,1,1,"no attempt"
"waal_1738",2013,36,554,2013-03-01 04:57:00,"BS22864_2013","Female",9.052083333,1470.047794,4819.09697,20,0.294930876,0.32718894,0.377880184,0.464052288,7.29305019216942,8.48034183886992,-46.35915,-34.1971,12.16205,2.31,0.183,2.5,0.124482864,1,1,"failedrep"
"waal_1738",2019,42,472,2019-02-22 15:57:00,"BS22864_2019","Female",6.927083333,484.9745303,2489.828275,19,0.337349398,0.493975904,0.168674699,0.745454545,6.18409637471317,7.81996902121704,-47.72522,-45.69613,2.02909,-1.87,0.496,-2.3,0.124482864,1,1,"failedrep"
"waal_1741",2013,25,106,2013-02-25 04:39:00,"BS22868_2013","Female",6.104166667,1934.270649,5165.713511,7,0.126495726,0.225641026,0.647863248,0.258317025,7.56748560882818,8.54979851547844,-60.20507,-45.97104,14.23403,2.84,0.269,-0.4,1.099600931,1,1,"no attempt"
"waal_1752",2010,15,504,2010-02-08 11:42:00,"BS22885_2010","Female",11.79166667,351.3542169,2824.638777,43,0.447391689,0.481874447,0.070733864,0.872,5.8617948795585,7.94613576885624,-47.24804,-45.11386,2.13418,-2.12,0.103,-2.4,-2.108220953,1,0,"no attempt"
"waal_1760",2013,30,56,2013-03-03 20:01:00,"BS22899_2013","Female",9.770833333,1918.118472,7223.453531,12,0.127001067,0.308431163,0.564567769,0.353300733,7.55910002204465,8.88508844591767,-46.35737,-33.56707,12.7903,2.31,0.183,2.5,-0.991424929,1,1,"no attempt"
"waal_1760",2016,33,231,2016-03-06 09:55:00,"BS22899_2016","Female",8.291666667,1793.663246,6220.314739,12,0.161006289,0.299371069,0.539622642,0.356821589,7.49201531373902,8.73557578557843,-48.44102,-32.16507,16.27595,4.36,0.091,-0.1,-0.991424929,1,1,"failedrep"
"waal_1760",2016,33,229,2016-01-25 23:42:00,"BS22899_2016","Female",6.34375,1524.579862,4619.21164,14,0.246710526,0.300986842,0.452302632,0.399563319,7.32947415075646,8.43797932882237,-47.48641,-33.436,14.05041,3.13,0.331,-3.6,-0.991424929,1,1,"failedrep"
"waal_1760",2016,33,228,2016-01-17 05:01:00,"BS22899_2016","Female",4.479166667,668.5138246,2062.680444,11,0.372960373,0.303030303,0.324009324,0.483271375,6.50505707635809,7.63176160238198,-47.54186,-43.3983,4.14356,3.13,0.331,-3.6,-0.991424929,1,1,"failedrep"
"waal_1760",2016,33,233,2016-03-21 17:51:00,"BS22899_2016","Female",0.645833333,97.83482348,428.1714217,1,0.081967213,0.590163934,0.327868852,0.642857143,4.58328058196616,6.05952363338653,-46.58449,-45.62332,0.961170000000003,4.36,0.091,-0.1,-0.991424929,1,1,"failedrep"
"waal_1760",2016,33,230,2016-02-12 20:26:00,"BS22899_2016","Female",9.78125,1058.951575,5691.070872,26,0.291799787,0.33972311,0.368477103,0.479699248,6.96503461745485,8.64665371187297,-47.01365,-38.73828,8.27537,1.35,-0.03,-3.2,-0.991424929,1,1,"failedrep"
"waal_1762",2013,34,48,2013-03-08 13:44:00,"BS22903_2013","Female",4.739583333,617.173111,1772.426695,16,0.400881057,0.363436123,0.235682819,0.606617647,6.42514955343499,7.48010490071044,-47.37136,-44.00614,3.36522,2.31,0.183,2.5,2.389485759,1,1,"no attempt"
"waal_1766",2011,9,403,2011-02-15 10:18:00,"BS22918_2011","Female",8.052083333,971.912866,3002.931535,25,0.56865285,0.169689119,0.261658031,0.393393393,6.87926615640925,8.00734426885563,-47.7845,-42.24478,5.53972,0.87,0.322,4.5,-1.388093462,1,1,"failedrep"
"waal_1766",2017,15,307,2017-02-21 12:49:00,"BS22918_2017","Female",6.791666667,160.2427922,1136.789527,25,0.559139785,0.382488479,0.058371736,0.867595819,5.07669011631808,7.03596336403813,-47.03984,-45.3128,1.72704,-1.09,0.181,-0.1,-1.388093462,1,1,"failedrep"
"waal_1766",2017,15,306,2017-01-22 03:34:00,"BS22918_2017","Female",22,1709.416964,10234.59621,61,0.239223117,0.471340597,0.289436286,0.619551681,7.4439076346326,9.23352904543634,-55.60423,-44.01306,11.59117,-1.12,-0.02,0.3,-1.388093462,1,1,"failedrep"
"waal_1775",2020,18,490,2020-02-10 08:55:00,"BS22950_2020","Female",14.09375,1419.893419,7022.343541,32,0.208579882,0.544378698,0.24704142,0.687850467,7.25833709073613,8.85685227905772,-47.5249,-34.99072,12.53418,-0.36,0.134,-0.1,-0.217142908,1,1,"no attempt"
"waal_1780",2013,31,91,2013-02-05 11:14:00,"BS22962_2013","Female",6.854166667,284.4212277,1721.719819,20,0.458143075,0.415525114,0.126331811,0.766853933,5.650456335439,7.45107896501315,-46.80152,-44.56037,2.24115,2.84,0.269,-0.4,2.652129637,1,1,"no attempt"
"waal_1780",2013,31,88,2013-01-22 14:11:00,"BS22962_2013","Female",2.71875,164.1011324,895.816608,9,0.296153846,0.538461538,0.165384615,0.765027322,5.10048289874256,6.79773571345398,-46.89327,-46.03303,0.860240000000005,0.71,0.001,-0.1,2.652129637,1,1,"no attempt"
"waal_1780",2013,31,89,2013-01-29 05:02:00,"BS22962_2013","Female",2.364583333,137.2708743,538.1020993,12,0.35840708,0.557522124,0.084070796,0.868965517,4.92195615844267,6.28804831780722,-46.86396,-46.17173,0.692230000000002,0.71,0.001,-0.1,2.652129637,1,1,"no attempt"
"waal_1780",2013,31,90,2013-01-31 22:35:00,"BS22962_2013","Female",2.583333333,141.4008084,912.7257177,7,0.311740891,0.477732794,0.210526316,0.694117647,4.9515984705607,6.81643541673076,-46.88178,-45.52074,1.36104,0.71,0.001,-0.1,2.652129637,1,1,"no attempt"
"waal_1786",2019,NA,453,2019-01-25 10:54:00,"BS22974_2019","Female",17.77083333,1174.480135,8173.781051,46,0.319061584,0.431085044,0.249853372,0.633074935,7.06858089037568,9.0086868777366,-46.35689,-35.79136,10.56553,2.79,0.452,-0.1,-1.031911186,NA,NA,NA
"waal_1788",2019,NA,452,2019-01-20 14:52:00,"BS22977_2019","Female",15.73958333,1833.838994,9655.166846,38,0.238410596,0.326490066,0.435099338,0.428695652,7.5141668594316,9.17524847550046,-51.6954,-34.37049,17.32491,2.79,0.452,-0.1,1.969187309,NA,NA,NA
"waal_1797",2016,14,277,2016-01-28 14:41:00,"BS23018_2016","Female",10.85416667,647.3016275,4075.705353,31,0.312859885,0.458733205,0.22840691,0.667597765,6.47281237983843,8.31279910345688,-47.49158,-44.08501,3.40657,3.13,0.331,-3.6,NA,1,0,"no attempt"
"waal_1814",2013,11,636,2013-03-31 03:02:00,"BS23092_2013_b","Female",1.3125,37.87038057,396.4898537,2,0.047619048,0.944444444,0.007936508,0.991666667,3.63416929124267,5.98265045108796,-46.55932,-46.37911,0.180210000000002,2.31,0.183,2.5,-0.969047002,1,1,"no attempt"
"waal_1814",2013,11,635,2013-03-23 04:42:00,"BS23092_2013_b","Female",2.229166667,43.79896225,360.6456095,6,NA,NA,NA,NA,3.77961012417934,5.88789578502281,-46.57459,-46.35332,0.221270000000004,2.31,0.183,2.5,-0.969047002,1,1,"no attempt"
"waal_1814",2013,11,634,2013-03-16 07:58:00,"BS23092_2013_b","Female",3.0625,85.94745669,1042.351322,5,0.395904437,0.505119454,0.098976109,0.836158192,4.45373614081513,6.94923432671564,-46.95242,-46.42395,0.528469999999999,2.31,0.183,2.5,-0.969047002,1,1,"no attempt"
"waal_1872",2013,33,20,2013-02-18 07:36:00,"BS23231_2013","Female",7.822916667,490.4178266,1902.542022,33,0.486666667,0.421333333,0.092,0.820779221,6.19525773510324,7.55094617727115,-46.92246,-45.0728,1.84966,2.84,0.269,-0.4,0.583273056,1,1,"failedrep"
"waal_1883",2013,28,637,2013-03-20 14:45:00,"BS23244_2013_b","Female",3.75,602.3054372,1872.528463,7,0.278551532,0.328690808,0.39275766,0.455598456,6.40076468740391,7.53504491580989,-46.35666,-43.98464,2.37202,2.31,0.183,2.5,2.376381453,1,1,"no attempt"
"waal_1883",2013,28,640,2013-04-05 04:15:00,"BS23244_2013_b","Female",4.375,592.3141719,1719.398866,12,0.501193317,0.205250597,0.293556086,0.411483254,6.38403718989183,7.44973001220773,-46.35717,-42.34321,4.01396,-0.07,-0.222,0.4,2.376381453,1,1,"no attempt"
"waal_1883",2013,28,638,2013-03-26 05:15:00,"BS23244_2013_b","Female",5.09375,2257.855467,5685.376152,2,0.038934426,0.163934426,0.797131148,0.170575693,7.72217073336066,8.64565256969499,-46.35713,-33.66027,12.69686,2.31,0.183,2.5,2.376381453,1,1,"no attempt"
"waal_1883",2013,28,641,2013-04-11 10:35:00,"BS23244_2013_b","Female",0.989583333,59.90590094,278.8634949,3,0.244680851,0.627659574,0.127659574,0.830985915,4.09277501345795,5.6307223965005,-46.43049,-45.83273,0.597760000000001,-0.07,-0.222,0.4,2.376381453,1,1,"no attempt"
